Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Mustaqeem, Soonil Kwon","Att-Net: Enhanced emotion recognition system using lightweight self-attention module",2021,"Applied Soft Computing","","","",11,"2022-07-15 10:21:05","Article","10.1016/j.asoc.2021.107101","1568-4946","",102,,,,0,0.00,0,2,1,"","",""
0,"Wen Qi, Hang Su, Chenguang Yang, Giancarlo Ferrigno, Elena De Momi, Andrea Aliverti","A Fast and Robust Deep Convolutional Neural Networks for Complex Human Activity Recognition Using Smartphone",2019,"Sensors","","","",12,"2022-07-15 10:21:05","Article","10.3390/s19173731","","",19,17,,,0,0.00,0,6,3,"","",""
0,"Kalanit Grill-Spector, Kevin S. Weiner, Jesse Gomez, Anthony Stigliani, Vaidehi S. Natu","The functional neuroanatomy of face perception: from brain measurements to deep neural networks",2018,"Interface Focus","","","",13,"2022-07-15 10:21:05","Article","10.1098/rsfs.2018.0013","2042-8898","",8,4,,,0,0.00,0,5,4,"","",""
0,"Zachary Mineroff, Idan Asher Blank, Kyle Mahowald, Evelina Fedorenko","A robust dissociation among the language, multiple demand, and default mode networks: Evidence from inter-region correlations in effect size",2018,"Neuropsychologia","","","",14,"2022-07-15 10:21:05","Article","10.1016/j.neuropsychologia.2018.09.011","0028-3932","",119,,501,511,0,0.00,0,4,4,"","",""
0,"Baptiste Gauthier, Virginie van Wassenhove","Time Is Not Space: Core Computations and Domain-Specific Networks for Mental Travels",2016,"Journal Of Neuroscience","","","",15,"2022-07-15 10:21:05","Article","10.1523/JNEUROSCI.1400-16.2016","0270-6474","",36,47,11891,11903,0,0.00,0,2,6,"","",""
0,"Zhi-Xin Yang, Lulu Tang, Kun Zhang, Pak Kin Wong","Multi-View CNN Feature Aggregation with ELM Auto-Encoder for 3D Shape Recognition",2018,"Cognitive Computation","","","",16,"2022-07-15 10:21:05","Article","10.1007/s12559-018-9598-1","1866-9956","",10,6,908,921,0,0.00,0,4,4,"","",""
0,"E Bieberich","Recurrent fractal neural networks: a strategy for the exchange of local and global information processing in the brain",2002,"Biosystems","","","",17,"2022-07-15 10:21:05","Article","","0303-2647","",66,3,145,164,0,0.00,0,1,20,"","",""
0,"Wei-Yen Hsu","Brain-computer interface: The next frontier of telemedicine in human-computer interaction",2015,"Telematics And Informatics","","","",18,"2022-07-15 10:21:05","Article","10.1016/j.tele.2014.07.001","0736-5853","",32,1,180,192,0,0.00,0,1,7,"","",""
0,"Gabriel L. Oliveira, Claas Bollen, Wolfram Burgard, Thomas Brox","Efficient and robust deep networks for semantic segmentation",2018,"International Journal Of Robotics Research","","","",19,"2022-07-15 10:21:05","Article","10.1177/0278364917710542","0278-3649","",37,4,472,491,0,0.00,0,4,4,"","",""
0,"Cheng Jin, Jianjiang Feng, Lei Wang, Heng Yu, Jiang Liu, Jiwen Lu, Jie Zhou","Left Atrial Appendage Segmentation Using Fully Convolutional Neural Networks and Modified Three-Dimensional Conditional Random Fields",2018,"Ieee Journal Of Biomedical And Health Informatics","","","",20,"2022-07-15 10:21:05","Article","10.1109/JBHI.2018.2794552","2168-2194","",22,6,1906,1916,0,0.00,0,7,4,"","",""
0,"Peter Aaser, Martinius Knudsen, Ola Huse Ramstad, Rosanne van de Wijdeven, Stefano Nichele, Ioanna Sandvig, Gunnar Tufte, Ulrich Stefan Bauer, Oyvind Halaas, Sverre Hendseth, Axel Sandvig, Vibeke Valderhaug","Towards Making a Cyborg: A Closed-Loop Reservoir-Neuro System",2017,"Fourteenth European Conference On Artificial Life (Ecal 2017)","","","",21,"2022-07-15 10:21:05","Proceedings Paper","","","",,,430,437,0,0.00,0,12,5,"","",""
0,"Tamas Jantvik, Lennart Gustafsson, Andrew P. Paplinski","A Self-Organized Artificial Neural Network Architecture for Sensory Integration with Applications to Letter-Phoneme Integration",2011,"Neural Computation","","","",22,"2022-07-15 10:21:05","Article","","0899-7667","",23,8,2101,2139,0,0.00,0,3,11,"","",""
0,"Rodolphe J. Gentili, Hyuk Oh, Di-Wei Huang, Garrett E. Katz, Ross H. Miller, James A. Reggia","A Neural Architecture for Performing Actual and Mentally Simulated Movements During Self-Intended and Observed Bimanual Arm Reaching Movements",2015,"International Journal Of Social Robotics","","","",23,"2022-07-15 10:21:05","Article","10.1007/s12369-014-0276-5","1875-4791","",7,3,371,392,0,0.00,0,6,7,"","",""
0,"Shruti Jaiswal, G. C. Nandi","Robust real-time emotion detection system using CNN architecture",2020,"Neural Computing & Applications","","","",24,"2022-07-15 10:21:05","Article","10.1007/s00521-019-04564-4","0941-0643","",32,15,11253,11262,0,0.00,0,2,2,"","",""
0,"Huy-Hieu Pham, Louahdi Khoudour, Alain Crouzil, Pablo Zegers, Sergio A. Velastin, IEEE","SKELETAL MOVEMENT TO COLOR MAP: A NOVEL REPRESENTATION FOR 3D ACTION RECOGNITION WITH INCEPTION RESIDUAL NETWORKS",2018,"2018 25th Ieee International Conference On Image Processing (Icip)","","","",25,"2022-07-15 10:21:05","Proceedings Paper","","1522-4880","",,,3483,3487,0,0.00,0,6,4,"","",""
0,"Prabal Poudel, Alfredo Illanes, Elmer J. G. Ataide, Nazila Esmaeili, Sathish Balakrishnan, Michael Friebe","Thyroid Ultrasound Texture Classification Using Autoregressive Features in Conjunction With Machine Learning Approaches",2019,"Ieee Access","","","",26,"2022-07-15 10:21:05","Article","10.1109/ACCESS.2019.2923547","2169-3536","",7,,79354,79365,0,0.00,0,6,3,"","",""
0,"Wei Jiang, Wei Wang, IEEE","FACE DETECTION AND RECOGNITION FOR HOME SERVICE ROBOTS WITH END-TO-END DEEP NEURAL NETWORKS",2017,"2017 Ieee International Conference On Acoustics, Speech And Signal Processing (Icassp)","","","",27,"2022-07-15 10:21:05","Proceedings Paper","","1520-6149","",,,2232,2236,0,0.00,0,3,5,"","",""
0,"Ji Li, Wang XiaoDong, Luo Si, Qin Liang, Yang XvShu, Liu ShuShen, Wang LianSheng","QSAR study on estrogenic activity of structurally diverse compounds using generalized regression neural network",2008,"Science In China Series B-Chemistry","","","",28,"2022-07-15 10:21:05","Article","10.1007/s11426-008-0070-z","1006-9291","",51,7,677,683,0,0.00,0,7,14,"","",""
0,"Gustavo Deco, Per Roland","The role of multi-area interactions for the computation of apparent motion",2010,"Neuroimage","","","",29,"2022-07-15 10:21:05","Article","10.1016/j.neuroimage.2010.03.032","1053-8119","",51,3,1018,1026,0,0.00,0,2,12,"","",""
0,"Wei Zha, Sean B. Fain, Mark L. Schiebler, Michael D. Evans, Scott K. Nagle, Fang Liu","Deep convolutional neural networks with multiplane consensus labeling for lung function quantification using UTE proton MRI",2019,"Journal Of Magnetic Resonance Imaging","","","",30,"2022-07-15 10:21:05","Article","10.1002/jmri.26734","1053-1807","",50,4,1169,1181,0,0.00,0,6,3,"","",""
0,"Yogesh Kumar, Shashi Kant Verma, Sandeep Sharma","Quantum-inspired binary gravitational search algorithm to recognize the facial expressions",2020,"International Journal Of Modern Physics C","","","",31,"2022-07-15 10:21:05","Article","10.1142/S0129183120501387","0129-1831","",31,10,,,0,0.00,0,3,2,"","",""
0,"Arif Budiman, Mohamad Ivan Fanany, Chan Basaruddin, IEEE","Constructive, Robust and Adaptive OS-ELM in Human Action Recognition",2014,"2014 International Conference On Industrial Automation, Information And Communications Technology (Iaict)","","","",32,"2022-07-15 10:21:05","Proceedings Paper","","","",,,39,45,0,0.00,0,4,8,"","",""
0,"Kenji Koide, Jun Miura, Emanuele Menegatti","Monocular person tracking and identification with on-line deep feature selection for person following robots",2020,"Robotics And Autonomous Systems","","","",33,"2022-07-15 10:21:05","Article","10.1016/j.robot.2019.103348","0921-8890","",124,,,,0,0.00,0,3,2,"","",""
0,"M Yeasin, E Polat, R Sharma","A multiobject tracking framework for interactive multimedia applications",2004,"Ieee Transactions On Multimedia","","","",34,"2022-07-15 10:21:05","Article","10.1109/TMM.2004.827514","1520-9210","",6,3,398,405,0,0.00,0,3,18,"","",""
0,"Hao Wang, Ruibin Feng, Andrew Chi Sing Leung, K. F. Tsang","Lagrange Programming Neural Network Approaches for Robust Time-of-Arrival Localization",2018,"Cognitive Computation","","","",35,"2022-07-15 10:21:05","Article","10.1007/s12559-017-9495-z","1866-9956","",10,1,23,34,0,0.00,0,4,4,"","",""
0,"Linqin Cai, Xiaolin Liu, Fuli Chen, Min Xiang","Robust human action recognition based on depth motion maps and improved convolutional neural network",2018,"Journal Of Electronic Imaging","","","",36,"2022-07-15 10:21:05","Article","10.1117/1.JEI.27.5.051218","1017-9909","",27,5,,,0,0.00,0,4,4,"","",""
0,"Ruoyu Wang, Shiheng Wang, Songyu Du, Erdong Xiao, Wenzhen Yuan, Chen Feng","Real-Time Soft Body 3D Proprioception via Deep Vision-Based Sensing",2020,"Ieee Robotics And Automation Letters","","","",37,"2022-07-15 10:21:05","Article","10.1109/LRA.2020.2975709","2377-3766","",5,2,3382,3389,0,0.00,0,6,2,"","",""
0,"Deepak Baby, Arthur van den Broucke, Sarah Verhulst","A convolutional neural-network model of human cochlear mechanics and filter tuning for real-time applications",2021,"Nature Machine Intelligence","","","",38,"2022-07-15 10:21:05","Article","10.1038/s42256-020-00286-8","","",3,2,,,0,0.00,0,3,1,"","",""
0,"Shuyuan Yang, Chen Yang, Dongzhu Feng, Xiaoyang Hao, Min Wang","One-Dimensional Deep Attention Convolution Network (ODACN) for Signals Classification",2020,"Ieee Access","","","",39,"2022-07-15 10:21:05","Article","10.1109/ACCESS.2019.2958131","2169-3536","",8,,2804,2812,0,0.00,0,5,2,"","",""
0,"Yasir Abdelgadir Mohamed, Azween B. Abdullah, IEEE","Immune Inspired Framework for Ad Hoc Network Security",2009,"2009 Ieee International Conference On Control And Automation, Vols 1-3","","","",40,"2022-07-15 10:21:05","Proceedings Paper","","1948-3449","",,,297,302,0,0.00,0,3,13,"","",""
0,"Samit Chaudhuri, Asmus Hetzel, IEEE","SAT-Based Compilation to a non-vonNeumann Processor",2017,"2017 Ieee/Acm International Conference On Computer-Aided Design (Iccad)","","","",41,"2022-07-15 10:21:05","Proceedings Paper","","1933-7760","",,,675,682,0,0.00,0,3,5,"","",""
0,"Van-Dung Hoang, Kang-Hyun Jo","Joint components based pedestrian detection in crowded scenes using extended feature descriptors",2016,"Neurocomputing","","","",42,"2022-07-15 10:21:05","Article","10.1016/j.neucom.2014.11.104","0925-2312","",188,,139,150,0,0.00,0,2,6,"","",""
0,"D. Prabu, Surendra Kumar, Rajendra Prasad, IEEE","Dynamic control of three-link SCARA manipulator using adaptive neuro fuzzy inference system",2008,"Proceedings Of 2008 Ieee International Conference On Networking, Sensing And Control, Vols 1 And 2","","","",43,"2022-07-15 10:21:05","Proceedings Paper","","1810-7869","",,,1609,1609,0,0.00,0,4,14,"","",""
0,"Raul Finker, Ines del Campo, Javier Echanobe, Victoria Martinez, IEEE","An Intelligent Embedded System for Real-Time Adaptive Extreme Learning Machine Multiclass Classification",2014,"2014 Ieee Symposium On Intelligent Embedded Systems (Ies)","","","",44,"2022-07-15 10:21:05","Proceedings Paper","","","",,,61,69,0,0.00,0,5,8,"","",""
0,"S Shihab, W Al-Nuaimy, Y Huang, A Eriksen","A comparison of segmentation techniques for target extraction in ground penetrating radar data",2003,"Proceedings Of The 2nd International Workshop On Advanced Ground Penetrating Radar","","","",45,"2022-07-15 10:21:05","Proceedings Paper","","90-76928-04-5","",,,95,100,0,0.00,0,4,19,"","",""
0,"S. Shihab, W. Al-Nuaimy","A comparison of segmentation techniques for target extraction in ground-penetrating radar data",2004,"Near Surface Geophysics","","","",46,"2022-07-15 10:21:05","Article","","1569-4445","",2,1,49,57,0,0.00,0,2,18,"","",""
0,"Rebeen Ali Hamad, Masashi Kimura, Longzhi Yang, Wai Lok Woo, Bo Wei","Dilated causal convolution with multi-head self attention for sensor human activity recognition",2021,"Neural Computing & Applications","","","",47,"2022-07-15 10:21:05","Article","10.1007/s00521-021-06007-5","0941-0643","",33,20,13705,13722,0,0.00,0,5,1,"","",""
0,"Mozammel Chowdhury, Junbin Gao, Rafiqul Islam","Robust human detection and localization in security applications",2017,"Concurrency And Computation-Practice & Experience","","","",48,"2022-07-15 10:21:05","Article","10.1002/cpe.3977","1532-0626","",29,23,,,0,0.00,0,3,5,"","",""
0,"Daniel Seichter, Benjamin Lewandowski, Dominik Hoechemer, Tim Wengefeld, Horst-Michael Gross, IEEE","Multi-Task Deep Learning for Depth-based Person Perception in Mobile Robotics",2020,"2020 Ieee/Rsj International Conference On Intelligent Robots And Systems (Iros)","","","",49,"2022-07-15 10:21:05","Proceedings Paper","10.1109/IROS45743.2020.9340870","2153-0858","",,,10497,10504,0,0.00,0,6,2,"","",""
0,"Neziha Jaouedi, Noureddine Boujnah, Mohamed Bouhlel","A Novel Recurrent Neural Networks Architecture for Behavior Analysis",2021,"International Arab Journal Of Information Technology","","","",50,"2022-07-15 10:21:05","Article","10.34028/iajit/18/2/1","1683-3198","",18,2,133,139,0,0.00,0,3,1,"","",""
0,"Rodolphe J. Gentili, Hyuk Oh, Alissa V. Kregling, James A. Reggia","A cortically-inspired model for inverse kinematics computation of a humanoid finger with mechanically coupled joints",2016,"Bioinspiration & Biomimetics","","","",51,"2022-07-15 10:21:05","Article","10.1088/1748-3190/11/3/036013","1748-3182","",11,3,,,0,0.00,0,4,6,"","",""
0,"J. David Schaffer, IEEE","Evolving Spiking Neural Networks: A Novel Growth Algorithm Corrects the Teacher",2015,"2015 Ieee Symposium On Computational Intelligence For Security And Defense Applications (Cisda)","","","",52,"2022-07-15 10:21:05","Proceedings Paper","","","",,,68,75,0,0.00,0,2,7,"","",""
0,"Sayeed Shafayet Chowdhury, Chankyu Lee, Kaushik Roy","Towards understanding the effect of leak in Spiking Neural Networks",2021,"Neurocomputing","","","",53,"2022-07-15 10:21:05","Article","10.1016/j.neucom.2021.07.091","0925-2312","",464,,83,94,0,0.00,0,3,1,"","",""
0,"Dimitrios Pantazis, Amir Adler","MEG Source Localization via Deep Learning",2021,"Sensors","","","",54,"2022-07-15 10:21:05","Article","10.3390/s21134278","","",21,13,,,0,0.00,0,2,1,"","",""
0,"Bhishan Bhandari, Geonu Lee, Jungchan Cho","Body-Part-Aware and Multitask-Aware Single-Image-Based Action Recognition",2020,"Applied Sciences-Basel","","","",55,"2022-07-15 10:21:05","Article","10.3390/app10041531","","",10,4,,,0,0.00,0,3,2,"","",""
0,"Xinyu Zhang, Makoto Eguchi, Hiromitsu Ohmori","Diesel Engine Combustion Control Based on Cerebellar Model Articulation Controller (CMAC) in Feedback Error Learning",2018,"Ifac Papersonline","","","",56,"2022-07-15 10:21:05","Proceedings Paper","10.1016/j.ifacol.2018.10.112","2405-8963","",51,31,516,521,0,0.00,0,3,4,"","",""
0,"Jagadeesh Basavaiah, Chandrashekar Mohan Patil","HUMAN ACTIVITY DETECTION AND ACTION RECOGNITION IN VIDEOS USING CONVOLUTIONAL NEURAL NETWORKS",2020,"Journal Of Information And Communication Technology-Malaysia","","","",57,"2022-07-15 10:21:05","Article","","1675-414X","",19,2,157,183,0,0.00,0,2,2,"","",""
0,"Mirco Ravanelli, Dmitriy Serdyuk, Yoshua Bengio, Int Speech Commun Assoc","Twin Regularization for online speech recognition",2018,"19th Annual Conference Of The International Speech Communication Association (Interspeech 2018), Vols 1-6","","","",58,"2022-07-15 10:21:05","Proceedings Paper","10.21437/Interspeech.2018-1407","2308-457X","",,,3718,3722,0,0.00,0,4,4,"","",""
0,"Rodolphe J. Gentili, Hyuk Oh, Javier Molina, Jose L. Contreras-Vidal, IEEE","Cortical Network Modeling for Inverse Kinematic Computation of an Anthropomorphic Finger",2011,"2011 Annual International Conference Of The Ieee Engineering In Medicine And Biology Society (Embc)","","","",59,"2022-07-15 10:21:05","Proceedings Paper","","1557-170X","",,,8251,8254,0,0.00,0,5,11,"","",""
0,"Ting-Yu Chang, Lowell Thompson, Raymond Doudlah, Byounghoon Kim, Adhira Sunkara, Ari Rosenberg","Optimized but Not Maximized Cue Integration for 3D Visual Perception",2020,"Eneuro","","","",60,"2022-07-15 10:21:05","Article","10.1523/ENEURO.0411-19.2019","","",7,1,,,0,0.00,0,6,2,"","",""
0,"Ignacio Abadia, Francisco Naveros, Eduardo Ros, Richard R. Carrillo, Niceto R. Luque","A cerebellar-based solution to the nondeterministic time delay problem in robotic control",2021,"Science Robotics","","","",61,"2022-07-15 10:21:05","Article","10.1126/scirobotics.abf2756","2470-9476","",6,58,,,0,0.00,0,5,1,"","",""
0,"Keith Bush, Suijian Zhou, Josh Cisler, Jiang Bian, Onder Hazaroglu, Keenan Gillispie, Kenji Yoshigoe, Clint Kilts","A deconvolution-based approach to identifying large-scale effective connectivity",2015,"Magnetic Resonance Imaging","","","",62,"2022-07-15 10:21:05","Article","10.1016/j.mri.2015.07.015","0730-725X","",33,10,1290,1298,0,0.00,0,8,7,"","",""
0,"Liang Feng, Yew-Soon Ong, Caishun Chen, Xianshun Chen","Conceptual modeling of evolvable local searches in memetic algorithms using linear genetic programming: a case study on capacitated vehicle routing problem",2016,"Soft Computing","","","",63,"2022-07-15 10:21:05","Article","10.1007/s00500-015-1971-3","1432-7643","",20,9,3745,3769,0,0.00,0,4,6,"","",""
0,"Darius Plikynas","Portfolio design and optimization using neural network based multiagent system of investing agents",2008,"20th International Conference, Euro Mini Conference Continuous Optimization And Knowledge-Based Technologies, Europt'2008","","","",64,"2022-07-15 10:21:05","Proceedings Paper","","978-9955-28-283-9","",,,137,142,0,0.00,0,1,14,"","",""
0,"Eman Fares Al Mashagba","Real-Time Gender Classification by Face",2016,"International Journal Of Advanced Computer Science And Applications","","","",65,"2022-07-15 10:21:05","Article","","2158-107X","",7,3,332,336,0,0.00,0,1,6,"","",""
0,"M. Swarna, N. Sudhakar, N. Vadaparthi","An effective tropical cyclone intensity estimation model using Convolutional Neural Networks",2021,"Mausam","","","",66,"2022-07-15 10:21:05","Article","","0252-9416","",72,2,281,290,0,0.00,0,3,1,"","",""
0,"Wei Wen, Feng Yan, Yiran Chen, Hai Li, ASSOC COMP MACHINERY","AutoGrow: Automatic Layer Growing in Deep Convolutional Networks",2020,"Kdd '20: Proceedings Of The 26th Acm Sigkdd International Conference On Knowledge Discovery & Data Mining","","","",67,"2022-07-15 10:21:05","Proceedings Paper","10.1145/3394486.3403126","","",,,833,841,0,0.00,0,5,2,"","",""
0,"Poonam Sharma, K. V. Arya, R. N. Yadav, IEEE","Face Recognition Using Generalized Self Organising Map Based on PCNN Features",2015,"2nd International Conference On Signal Processing And Integrated Networks (Spin) 2015","","","",68,"2022-07-15 10:21:05","Proceedings Paper","","","",,,806,810,0,0.00,0,4,7,"","",""
0,"Ahmed Abobakr, Mohammed Hossny, Saeid Nahavandi, IEEE","SSIMLayer: Towards Robust Deep Representation Learning via Nonlinear Structural Similarity",2019,"2019 Ieee International Conference On Systems, Man And Cybernetics (Smc)","","","",69,"2022-07-15 10:21:05","Proceedings Paper","","1062-922X","",,,1234,1238,0,0.00,0,4,3,"","",""
0,"RP Lippmann, BA Carlson","Speech recognition by humans and machines under conditions with severe channel variability and noise",1997,"Applications And Science Of Artificial Neural Networks Iii","","","",70,"2022-07-15 10:21:05","Proceedings Paper","","0-8194-2492-7","",3077,,46,57,0,0.00,0,2,25,"","",""
0,"Will X. Y. Li, Ke Cui, Wei Zhang","A memory efficient implementation scheme of Gauss error function in a Laguerre-Volterra network for neuroprosthetic devices",2017,"Review Of Scientific Instruments","","","",71,"2022-07-15 10:21:05","Article","10.1063/1.4980058","0034-6748","",88,4,,,0,0.00,0,3,5,"","",""
0,"Yi-Shan Lin, Wen-Chuan Lee, Z. Berkay Celik, ASSOC COMP MACHINERY","What Do You See? Evaluation of Explainable Artificial Intelligence (XAI) Interpretability through Neural Backdoors",2021,"Kdd '21: Proceedings Of The 27th Acm Sigkdd Conference On Knowledge Discovery & Data Mining","","","",72,"2022-07-15 10:21:05","Proceedings Paper","10.1145/3447548.3467213","","",,,1027,1035,0,0.00,0,4,1,"","",""
0,"Alberto Tellaeche Iglesias, Ignacio Fidalgo Astorquia, Juan Ignacio Vazquez Gomez, Surajit Saikia","Gesture-Based Human Machine Interaction Using RCNNs in Limited Computation Power Devices",2021,"Sensors","","","",73,"2022-07-15 10:21:05","Article","10.3390/s21248202","","",21,24,,,0,0.00,0,4,1,"","",""
0,"Cesar Torres-Huitzil, Marco Nuno-Maganda","Robust smartphone-based human activity recognition using a tri-axial accelerometer",2015,"2015 Ieee 6th Latin American Symposium On Circuits & Systems (Lascas)","","","",74,"2022-07-15 10:21:05","Proceedings Paper","","2330-9954","",,,,,0,0.00,0,2,7,"","",""
0,"Barnabas Takacs, Zsuzsanna Vincze","Deep authoring-an AI Tool set for creating immersive MultiMedia experiences",2021,"Multimedia Tools And Applications","","","",75,"2022-07-15 10:21:05","Article","10.1007/s11042-020-10275-z","1380-7501","",80,20,31105,31134,0,0.00,0,2,1,"","",""
0,"Muhamad Dwisnanto Putro, Duy-Linh Nguyen, Kang-Hyun Jo","An Efficient Face Detector on a CPU Using Dual-Camera Sensors for Intelligent Surveillance Systems",2022,"Ieee Sensors Journal","","","",76,"2022-07-15 10:21:05","Article","10.1109/JSEN.2021.3128389","1530-437X","",22,1,565,574,0,0.00,0,3,1,"","",""
0,"G Martin","From image to word: A computational model of word recognition in reading",1997,"Proceedings Of The Nineteenth Annual Conference Of The Cognitive Science Society","","","",77,"2022-07-15 10:21:05","Proceedings Paper","","0-8058-2941-5","",,,496,501,0,0.00,0,1,25,"","",""
0,"Hemang M. Shah, Aadhithya Dinesh, T. Sree Sharmila, IEEE","Analysis of Facial Landmark Features to determine the best subset for finding Face Orientation",2019,"2019 Second International Conference On Computational Intelligence In Data Science (Iccids 2019)","","","",78,"2022-07-15 10:21:05","Proceedings Paper","","","",,,,,0,0.00,0,4,3,"","",""
0,"Andrea Duggento, Allegra Conti, Maria Guerrisi, Nicola Toschi","A novel multi-branch architecture for state of the art robust detection of pathological phonocardiograms",2021,"Philosophical Transactions Of The Royal Society A-Mathematical Physical And Engineering Sciences","","","",79,"2022-07-15 10:21:05","Article","10.1098/rsta.2020.0264","1364-503X","",379,2212,,,0,0.00,0,4,1,"","",""
0,"Shilpi Shukla, Madhu Jain","A novel stochastic deep conviction network for emotion recognition in speech signal",2020,"Journal Of Intelligent & Fuzzy Systems","","","",80,"2022-07-15 10:21:05","Article","10.3233/JIFS-191753","1064-1246","",38,4,5175,5190,0,0.00,0,2,2,"","",""
0,"Nan Tian, Benjamin Kuo, Xinhe Ren, Michael Yu, Robert Zhang, Bill Huang, Ken Goldberg, Somayeh Sojoudi","A Cloud-Based Robust Semaphore Mirroring System for Social Robots",2018,"2018 Ieee 14th International Conference On Automation Science And Engineering (Case)","","","",81,"2022-07-15 10:21:05","Proceedings Paper","","2161-8070","",,,1351,1358,0,0.00,0,8,4,"","",""
0,"Chanachok Chokwitthaya, Yimin Zhu, Supratik Mukhopadhyay","Robustness analysis framework for computations associated with building performance models and immersive virtual experiments",2021,"Advanced Engineering Informatics","","","",82,"2022-07-15 10:21:05","Article","10.1016/j.aei.2021.101401","1474-0346","",50,,,,0,0.00,0,3,1,"","",""
0,"Joseph Constantin, Andre Bigand, Ibtissam Constantin","Pooling spike neural network for fast rendering in global illumination",2020,"Neural Computing & Applications","","","",83,"2022-07-15 10:21:05","Article","10.1007/s00521-018-3941-z","0941-0643","",32,2,427,446,0,0.00,0,3,2,"","",""
0,"Cheng Zhang, Dan He","A Deep Multiscale Fusion Method via Low-Rank Sparse Decomposition for Object Saliency Detection Based on Urban Data in Optical Remote Sensing Images",2020,"Wireless Communications & Mobile Computing","","","",84,"2022-07-15 10:21:05","Article","10.1155/2020/7917021","1530-8669","",2020,,,,0,0.00,0,2,2,"","",""
0,"Elham Etemad, Qigang Gao, CENPARMI","Hybrid Image Representation Method based on Bag of Edge Tokens from Octaves of Edge Elements",2018,"Proceedings Of The International Conference On Pattern Recognition And Artificial Intelligence (Icprai 2018)","","","",85,"2022-07-15 10:21:05","Proceedings Paper","","","",,,90,95,0,0.00,0,3,4,"","",""
